,school,sex,age,Fjob,Mjob,goout,internet,romantic,studytime,failures,health,absences,G1,G2,G3
195,GP,F,17,services,services,2,yes,yes,2,0,5,0,14.0,17.218179860133578,17.964007733930096
196,GP,M,17,teacher,services,3,yes,no,1,0,5,4,17.0,16.915845727260596,19.02690242839929
197,GP,M,16,other,teacher,4,yes,no,1,0,3,8,9.0,10.846072894892728,12.627572142239748
198,GP,F,17,teacher,services,4,yes,no,1,1,2,24,18.0,18.0,18.0
199,GP,F,16,teacher,teacher,2,yes,no,2,0,3,0,9.0,10.94124739410382,13.023114912229055
200,GP,F,16,other,health,5,yes,no,2,0,2,2,16.0,18.04888742708485,19.040076406039528
201,GP,F,16,other,other,3,no,no,2,0,4,6,8.0,11.60267223237574,13.613267089509883
202,GP,F,17,other,other,4,no,no,2,0,1,4,9.0,10.958642673386509,12.58034794978834
203,GP,F,17,other,other,2,yes,no,1,0,3,18,7.0,8.200321307787288,9.174486425791263
204,GP,F,16,services,services,5,yes,no,4,0,5,6,10.0,11.98288711789201,13.787043539251705
205,GP,F,17,services,at_home,3,yes,yes,3,1,5,28,10.0,9.0,9.0
206,GP,F,16,other,services,3,yes,no,2,3,4,5,3.8676397677210708,7.0,3.9923304406022186
207,GP,F,16,other,teacher,2,yes,yes,2,0,1,10,11.0,13.990495290348802,16.022187841139896
208,GP,F,16,other,at_home,2,no,no,1,0,5,6,9.0,11.233357162027442,12.77215662627877
209,GP,F,17,other,teacher,2,yes,yes,3,0,4,6,7.0,9.020087833448956,9.699874029564592
210,GP,F,19,other,other,3,yes,no,4,0,3,10,8.0,9.616998549131006,10.773134767972412
211,GP,M,17,other,services,5,yes,yes,2,0,3,13,12.0,14.514532874102386,15.98022080078116
212,GP,F,16,other,other,4,yes,no,2,0,4,0,12.0,15.463082072832915,17.293437112072464
213,GP,M,18,other,services,4,yes,no,2,1,5,15,6.0,7.0,8.0
214,GP,F,17,other,services,1,no,no,1,0,3,12,8.0,11.640968151540081,13.344390294477906
215,GP,F,17,other,other,4,yes,no,2,0,1,2,14.0,17.41276748503162,18.50526064093134
216,GP,F,17,other,other,5,yes,yes,2,2,1,22,6.0,6.0,4.0
217,GP,M,18,health,services,4,yes,no,2,1,4,13,6.0,6.0,8.0
218,GP,F,17,other,at_home,3,no,no,1,0,3,3,7.0,8.87480268948892,11.094962155126533
219,GP,F,17,at_home,at_home,3,yes,no,3,0,4,4,9.0,11.639454882699997,13.100324985315554
220,GP,F,17,services,at_home,5,yes,no,2,0,5,2,6.0,7.52754220636666,9.085030308823995
221,GP,F,17,other,at_home,4,no,yes,3,1,5,0,6.0,5.0,0.0
222,GP,F,16,teacher,services,1,yes,no,2,0,3,2,16.0,17.772812425627343,20.0
223,GP,M,18,other,other,3,yes,no,2,0,4,0,12.0,14.601601059120233,16.488926189231595
224,GP,F,16,services,teacher,2,yes,no,3,0,5,0,13.0,15.075412374832796,17.11341928111968
225,GP,F,18,other,other,3,yes,yes,2,1,4,16,9.0,8.0,7.0
226,GP,F,17,other,other,4,yes,no,2,0,3,10,16.0,16.566300519533847,17.8538815601693
227,GP,M,17,services,services,3,yes,no,2,0,3,2,12.0,13.099365138712502,14.599702617340878
228,GP,M,18,other,at_home,2,yes,yes,2,0,3,14,10.0,9.975414677052713,12.080183469670398
229,GP,F,17,other,other,3,yes,yes,3,0,3,10,12.0,12.221036107924917,15.119245095530694
230,GP,F,17,other,health,3,yes,yes,2,0,3,14,13.0,14.923370573608754,17.417889685001853
231,GP,M,17,other,other,2,yes,no,2,0,1,4,11.0,12.568622773527206,13.607658563693183
232,GP,M,17,teacher,teacher,5,yes,yes,2,0,2,14,11.0,10.816239121853654,11.837566430716368
233,GP,M,16,other,health,4,yes,no,2,0,1,2,14.0,14.770440358905603,16.21253776936665
234,GP,M,16,other,other,2,yes,no,2,0,5,18,9.0,8.86140834171479,8.934541251589698
235,GP,M,16,other,at_home,3,yes,yes,3,0,2,10,11.0,10.980757863847645,13.16766830562627
236,GP,M,17,other,other,2,yes,yes,2,0,4,4,14.0,14.89180222297483,16.061425425135198
237,GP,F,16,other,other,2,yes,yes,1,0,5,20,13.0,14.487751318321298,14.702594431597461
238,GP,F,17,services,at_home,1,no,no,2,0,3,2,13.0,13.452518928141576,13.846983067353003
239,GP,M,18,services,other,4,yes,no,2,1,2,0,7.0,7.0,0.0
240,GP,M,17,other,health,5,yes,yes,2,0,5,14,12.0,13.908933023769004,14.878346881491177
241,GP,M,17,other,teacher,3,yes,no,2,0,4,2,10.0,12.800417921687792,15.368098037065979
242,GP,M,16,other,teacher,5,yes,no,1,0,3,0,6.0,1.9356790715792036,3.2252451081875875
243,GP,M,16,services,services,2,yes,no,1,0,5,0,13.0,13.846224929544036,15.273464810917119
244,GP,F,18,other,other,4,yes,yes,3,0,3,0,7.0,2.0788916278133,3.110089228252918
245,GP,M,16,other,other,3,yes,no,1,0,4,6,18.0,20.0,20.0
246,GP,M,17,other,other,2,yes,no,1,0,2,4,12.0,14.313353391499547,16.047938645853318
247,GP,M,22,services,services,5,yes,yes,1,3,1,16,2.6630116873953615,8.0,4.88275590629032
248,GP,M,18,services,other,3,yes,yes,2,1,5,8,3.0,5.0,5.0
249,GP,M,16,other,other,2,yes,no,1,0,5,0,13.0,16.979100624261584,18.12032711721211
250,GP,M,18,other,services,5,yes,no,1,1,5,0,6.0,8.0,8.0
251,GP,M,16,other,at_home,3,yes,no,2,0,2,6,7.0,11.738684637946077,12.998243202429169
252,GP,M,18,services,services,5,yes,no,1,1,5,4,6.0,9.0,8.0
253,GP,M,16,other,other,2,no,no,1,0,3,0,8.0,11.180588466156127,10.733352110632794
254,GP,M,17,other,other,2,yes,no,1,0,5,0,8.0,13.533561619933614,14.834647282435526
255,GP,M,17,other,health,4,yes,no,1,1,5,2,7.0,9.0,8.0
256,GP,F,17,services,teacher,3,yes,no,4,0,4,6,14.0,13.620135099904731,16.28715556707051
257,GP,M,19,at_home,services,1,yes,no,2,0,1,12,11.0,13.308809871772073,13.730919738127831
258,GP,M,18,other,other,4,yes,no,2,0,4,8,15.0,16.016677443837324,16.59191169228928
259,GP,F,17,services,services,1,yes,yes,4,0,2,0,10.0,10.507163031570956,2.579306846341228
260,GP,F,18,other,services,2,yes,yes,2,0,2,21,17.0,20.0,20.0
261,GP,M,18,other,teacher,2,yes,no,2,0,3,2,8.0,10.072499972654102,10.637530743185767
262,GP,M,18,other,other,2,no,no,3,0,3,1,13.0,14.275360277618823,15.00958661645438
263,GP,F,17,other,other,3,no,no,3,0,4,4,10.0,11.529357898787897,11.830717996700901
264,GP,F,18,services,at_home,3,yes,yes,3,0,3,0,9.0,11.979875540099338,2.814528052944805
265,GP,M,18,other,other,5,yes,no,2,0,1,13,17.0,19.299782422645173,19.39876752945127
266,GP,M,17,other,services,4,yes,yes,2,0,5,2,9.0,10.964291923622138,12.515069514884406
267,GP,F,18,other,teacher,4,yes,no,2,0,4,8,12.0,11.700060125881347,14.192465167897572
268,GP,M,18,other,health,5,yes,yes,2,0,5,10,10.0,11.188711762260537,13.393176790572298
269,GP,F,18,other,other,5,yes,yes,2,0,3,0,6.0,2.3100890750966165,2.115862585160783
270,GP,F,19,services,other,5,yes,no,2,2,5,15,9.0,9.0,9.0
271,GP,F,18,services,other,5,yes,yes,4,0,2,4,15.0,15.597264344499077,16.86221197444513
272,GP,F,18,other,other,3,no,no,2,0,3,2,11.0,13.026620072908328,14.57689434848323
273,GP,M,17,at_home,at_home,2,no,yes,2,0,1,2,15.0,16.598566184256565,17.21190767396556
274,GP,F,17,health,at_home,3,yes,yes,2,0,1,2,10.0,12.117011721236766,13.202612816292756
275,GP,F,17,other,services,4,yes,yes,2,0,5,6,12.0,13.77477748494185,15.279405069740058
276,GP,F,18,services,other,1,yes,yes,2,0,5,75,10.0,11.192849445268617,12.092024621023963
277,GP,M,18,services,teacher,4,yes,no,1,0,3,22,9.0,10.4212444543103,11.701867230598042
278,GP,F,18,health,health,4,yes,yes,2,1,4,15,9.0,8.0,8.0
279,GP,M,18,services,teacher,3,yes,no,1,0,1,8,10.0,12.454330334834722,13.599760076771325
280,GP,M,17,other,services,4,yes,yes,1,0,5,30,8.0,10.247214638671629,10.46116100200045
281,GP,M,17,services,teacher,4,yes,no,1,1,3,19,11.0,9.0,10.0
282,GP,F,18,other,at_home,2,no,no,4,0,3,1,12.0,13.97503277583442,15.140719937883084
283,GP,F,18,other,other,4,yes,no,2,0,4,4,8.0,11.171760082297888,12.839815226018201
284,GP,F,17,other,other,5,yes,no,2,0,5,4,10.0,11.038693771083794,13.665239811733056
285,GP,M,17,other,other,3,yes,no,2,0,4,2,12.0,11.717496087467316,13.554992530014463
286,GP,F,18,at_home,at_home,3,yes,no,3,0,2,5,18.0,19.94443716937333,20.0
287,GP,F,17,teacher,services,3,yes,no,3,0,3,6,13.0,14.047086352758338,15.00522577008525
288,GP,M,18,services,services,4,yes,no,3,0,2,6,15.0,15.870326709078913,17.328299515421964
289,GP,M,18,teacher,teacher,3,yes,no,2,0,2,9,15.0,14.695782390056829,18.02067580280141
290,GP,M,18,other,teacher,2,yes,yes,2,0,5,11,12.0,13.078752579544206,13.921273590161661
291,GP,F,17,services,health,2,yes,no,3,0,3,0,15.0,17.2067505616789,17.753121835029066
292,GP,F,18,at_home,services,3,yes,yes,2,1,5,12,12.0,12.0,13.0
293,GP,F,17,other,services,2,no,no,4,0,3,6,18.0,19.871446623461637,20.0
294,GP,M,18,other,services,2,yes,no,3,0,4,8,14.0,14.554707778572219,16.98409931747436
295,GP,M,17,other,health,3,yes,no,1,0,5,4,14.0,14.27057458252635,14.264876654338545
296,GP,F,19,other,health,4,yes,no,2,0,2,0,10.0,10.939410630641799,3.392146584074209
297,GP,F,18,other,other,5,yes,yes,2,0,2,10,10.0,10.32202998491844,10.951806381507208
298,GP,F,18,other,other,3,yes,no,4,0,3,0,14.0,14.90272828095689,17.19650643471237
299,GP,M,18,teacher,teacher,2,yes,yes,1,0,1,5,16.0,17.115479462582073,19.303151087761194
300,GP,F,18,other,health,4,yes,yes,2,0,4,14,12.0,12.000021145367029,14.093277975607226
301,GP,M,17,teacher,other,1,yes,no,1,0,5,0,11.0,13.256458734277942,12.824135502997926
302,GP,F,17,other,other,3,yes,no,3,0,3,0,15.0,14.213984887707984,16.467250050812773
303,GP,F,17,health,health,2,yes,no,4,0,5,0,17.0,18.443767728604332,20.0
304,GP,M,19,other,other,4,yes,yes,2,1,3,20,15.0,14.0,13.0
305,GP,F,18,at_home,services,3,yes,no,2,1,3,8,14.0,12.0,12.0
306,GP,M,20,other,services,3,no,no,1,0,5,0,17.0,20.0,20.0
307,GP,M,19,services,teacher,4,yes,yes,1,1,4,38,8.0,9.0,8.0
308,GP,M,19,services,other,3,no,yes,2,1,5,0,15.0,12.0,12.0
309,GP,F,19,other,at_home,3,yes,no,2,1,3,18,12.0,10.0,10.0
310,GP,F,19,services,services,4,no,yes,2,1,3,0,9.0,9.0,0.0
311,GP,F,19,other,at_home,1,yes,yes,2,0,2,20,14.0,13.825223357581603,15.607090644960616
312,GP,M,19,services,other,2,yes,no,2,1,4,3,13.0,11.0,11.0
313,GP,F,19,other,services,2,yes,yes,2,1,1,22,13.0,10.0,11.0
314,GP,F,19,health,at_home,2,yes,yes,3,2,3,14,15.0,13.0,13.0
315,GP,F,19,other,other,2,yes,yes,3,1,3,40,13.0,11.0,11.0
316,GP,F,18,other,services,3,yes,no,2,0,1,0,8.0,10.087546644955527,3.3799587766438064
317,GP,F,18,other,other,4,yes,yes,3,0,5,9,9.0,12.06360457900794,12.552093441042654
318,GP,F,17,services,at_home,4,yes,no,3,0,5,0,11.0,13.006810221775568,12.998327487132515
319,GP,F,18,other,teacher,4,yes,no,2,0,5,2,11.0,12.487852287689254,13.926905428627352
320,GP,F,17,services,services,2,yes,yes,2,0,5,23,13.0,15.302281138935083,15.9953181518071
321,GP,F,17,other,other,2,no,yes,2,0,3,12,11.0,11.644589526951526,12.210323706196686
322,GP,F,17,services,services,2,yes,no,3,0,3,3,11.0,12.461058934729454,13.81781190616864
323,GP,F,17,services,services,3,yes,no,3,0,5,1,12.0,15.792874469653533,17.863268040884456
324,GP,F,17,at_home,at_home,3,yes,no,3,0,2,0,16.0,17.09871148035625,18.28410365589316
325,GP,M,18,other,other,3,yes,no,3,0,3,3,9.0,13.778764704755204,14.06249164376289
326,GP,M,17,services,other,5,yes,no,1,0,5,3,14.0,16.94250428776068,19.422281338378394
327,GP,M,17,other,services,5,yes,no,1,0,4,8,11.0,12.243752430578756,13.137666746002663
328,GP,F,17,services,teacher,4,yes,no,3,0,4,7,10.0,10.831761851548537,11.909566356963737
329,GP,F,17,teacher,teacher,3,yes,yes,3,0,4,4,14.0,16.536537352936413,17.42949905829721
330,GP,M,18,other,other,5,yes,no,4,0,5,2,9.0,9.696379249263428,11.178530979404806
331,GP,F,17,other,at_home,3,yes,yes,3,0,5,7,12.0,16.175748892821062,17.552096535681706
332,GP,F,18,services,services,4,yes,no,2,0,4,0,7.0,1.8945896060611769,3.2998877026802944
333,GP,F,18,other,other,3,yes,yes,2,0,2,0,8.0,10.276076480233682,2.4576069818503163
334,GP,F,18,other,at_home,4,no,no,4,0,4,0,10.0,11.147712816460148,2.5813654842309255
335,GP,F,17,other,services,5,yes,no,3,0,5,16,16.0,16.717609568712763,18.374700439345066
336,GP,F,19,at_home,services,3,no,no,3,1,5,12,14.0,13.0,13.0
337,GP,F,17,other,other,2,yes,yes,2,0,2,0,7.0,10.003735119498092,2.846580898847271
338,GP,F,18,services,services,3,yes,no,4,0,1,7,16.0,16.733417029409964,19.76596712538877
339,GP,F,17,other,other,3,yes,no,2,0,2,4,9.0,12.539602508193756,12.631989953680455
340,GP,F,19,services,services,4,yes,yes,3,1,3,4,11.0,12.0,11.0
341,GP,M,18,services,teacher,3,yes,no,2,1,2,0,10.0,10.0,0.0
342,GP,M,18,other,services,3,yes,yes,2,0,5,11,16.0,17.103013908192395,17.649717613840068
343,GP,F,17,at_home,at_home,1,yes,yes,2,1,4,0,9.0,8.0,0.0
344,GP,F,18,other,at_home,3,yes,no,3,0,3,4,11.0,11.845921263626494,12.989476925705956
345,GP,F,18,services,other,3,yes,yes,3,0,1,7,13.0,14.92940866320854,17.44838998809475
346,GP,M,18,services,teacher,2,yes,yes,3,0,4,9,16.0,17.31001317793322,18.71863442441674
347,GP,M,18,other,teacher,5,yes,yes,3,0,5,0,10.0,11.978202824597687,11.974859753553458
348,GP,F,17,other,health,3,yes,yes,3,0,4,0,13.0,16.814315859654602,17.846342423367346
349,MS,M,18,other,other,5,yes,no,1,1,5,10,11.0,13.0,13.0
350,MS,M,19,services,other,4,yes,no,2,3,2,8,4.797913839028422,7.0,4.7290370636086205
351,MS,M,17,other,health,4,yes,no,2,0,3,2,13.0,15.075983710527478,16.060581645479875
352,MS,M,18,services,at_home,3,yes,yes,1,1,3,7,8.0,7.0,8.0
353,MS,M,19,other,other,4,yes,no,1,1,5,4,8.0,8.0,8.0
354,MS,M,17,other,services,5,yes,yes,2,0,2,4,13.0,12.545824111405544,13.258392156263273
355,MS,F,18,services,services,4,no,yes,2,0,5,0,10.0,11.129828121597788,11.968352643934882
356,MS,F,17,services,teacher,3,yes,no,2,0,5,4,12.0,15.257468301976864,16.064845474462913
357,MS,F,17,other,services,3,no,yes,2,0,5,2,12.0,14.032799517454713,14.056738817487826
358,MS,M,18,services,other,2,yes,yes,1,0,3,4,10.0,12.614685007199245,13.386483931542472
359,MS,F,18,services,at_home,2,yes,no,3,0,4,0,18.0,18.90672810113901,18.674686106509213
360,MS,F,18,other,at_home,4,no,yes,2,0,5,0,13.0,14.619922219094171,15.524866242266434
361,MS,M,18,other,at_home,3,no,no,2,1,5,2,13.0,12.0,12.0
362,MS,F,18,services,services,2,yes,yes,2,0,3,0,11.0,12.285990445953253,13.133536888606768
363,MS,F,17,at_home,at_home,4,yes,yes,2,0,1,0,16.0,16.59136639405191,18.170035088502946
364,MS,F,17,services,other,2,no,no,2,0,3,0,12.0,12.636598697355598,14.804576556400722
365,MS,M,18,other,at_home,4,no,no,2,0,3,4,10.0,12.151829819533567,13.144224925574878
366,MS,M,18,services,teacher,2,yes,yes,3,0,5,0,13.0,15.20116021827941,15.725049249522769
367,MS,F,17,services,other,1,yes,yes,1,1,1,0,7.0,6.0,0.0
368,MS,F,18,services,at_home,3,yes,yes,1,0,4,0,11.0,11.75677954878384,13.367579775558317
369,MS,F,18,teacher,other,2,yes,yes,2,0,5,10,14.0,14.349442524103797,14.084552625816862
370,MS,F,19,services,services,2,no,yes,2,2,3,4,7.0,7.0,9.0
371,MS,M,18,services,at_home,3,yes,yes,1,0,3,3,14.0,14.375829049426875,14.77999890525767
372,MS,F,17,at_home,other,3,no,yes,3,0,3,8,13.0,12.831595962476209,13.563347098404178
373,MS,F,17,other,other,5,yes,no,1,0,1,14,6.0,6.778127167281871,8.2716029802526
374,MS,F,18,other,other,4,yes,no,3,0,1,0,19.0,19.82493360960213,20.0
375,MS,F,18,other,other,2,yes,no,3,0,4,2,8.0,9.973048576111971,12.393107464162401
376,MS,F,20,other,health,3,yes,yes,3,2,3,4,15.0,14.0,15.0
377,MS,F,18,services,teacher,3,yes,no,2,0,2,4,8.0,10.525745109962658,12.674908792652712
378,MS,F,18,other,other,3,yes,yes,2,0,1,0,15.0,16.74403065235775,18.197867144017792
379,MS,F,17,other,at_home,4,yes,no,2,0,1,17,10.0,11.994416447714267,12.916114920517263
380,MS,M,18,teacher,teacher,4,yes,no,2,0,2,4,15.0,16.0388782388493,16.53267289942721
381,MS,M,18,other,other,3,yes,yes,1,0,5,5,7.0,7.584805147140877,10.138719430100677
382,MS,M,17,services,other,3,yes,no,2,0,3,2,11.0,13.089595054826956,13.067701812777255
383,MS,M,19,services,other,2,no,no,1,1,5,0,6.0,5.0,0.0
384,MS,M,18,other,other,3,no,no,1,1,3,14,6.0,5.0,5.0
385,MS,F,18,other,at_home,3,no,no,3,0,4,2,10.0,11.311082584641698,12.562759634889597
386,MS,F,18,at_home,teacher,3,yes,yes,1,0,5,7,6.0,7.256775006538312,9.0838733769109
387,MS,F,19,other,services,2,yes,no,3,1,5,0,7.0,5.0,0.0
388,MS,F,18,services,teacher,4,yes,no,2,0,1,0,7.0,11.004113924026132,11.255520645068657
389,MS,F,18,other,other,1,no,no,2,1,5,0,6.0,5.0,0.0
390,MS,M,20,services,services,4,no,no,2,2,4,11,9.0,9.0,9.0
391,MS,M,17,services,services,5,yes,no,1,0,2,3,14.0,18.03861290685394,18.70077063742532
392,MS,M,21,other,other,3,no,no,1,3,3,3,6.729288492206566,8.0,4.287730629522763
393,MS,M,18,other,services,1,yes,no,1,0,5,0,11.0,13.470671814047453,13.429538023768886
394,MS,M,19,at_home,other,3,yes,no,1,0,5,5,8.0,10.7329651071827,11.767275179821478
